account_id,company_name,industry,tier,arr,csm_region,contract_start_date,contract_end_date,churned
8841c929-427f-4a5d-9cd8-bde62c4de874,Wilson and Sons,Technology,starter,12185,NA,2024-09-12,2025-09-12,1
c95ef7e8-75db-4fb2-83de-33644066542f,"Ryan, Wilkerson and Williams",Manufacturing,enterprise,167677,NA,2025-10-02,2027-10-02,0
0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,"Nelson, Velasquez and King",Technology,starter,9521,APAC,2024-01-20,2026-01-19,1
beed11cb-0bb6-46c9-8812-2afb5b5b9220,Ryan Ltd,Technology,starter,12510,NA,2024-04-06,2025-04-06,1
61922a80-e3b0-4056-8eb9-57afcbdd31d1,Griffin-Harrell,Technology,growth,49048,NA,2023-09-10,2024-09-09,1
ae4047ed-04b2-4c81-bc7a-2756ab03ccec,"Marquez, Thompson and Morgan",Technology,enterprise,225305,NA,2024-09-25,2025-09-25,1
2928944d-c3f7-443a-a692-41670d67be00,Moore LLC,Retail,growth,67630,APAC,2024-02-21,2025-02-20,1
8c848003-7c58-4400-90b7-df6ebccc57ed,Robinson LLC,Healthcare,enterprise,216811,EMEA,2024-12-16,2026-12-16,0
7df20320-107c-46a4-863f-08f8a3bead28,"Frazier, Carr and Parker",Healthcare,enterprise,268804,APAC,2023-09-03,2024-09-02,1
72c1675a-f967-413f-ae28-d9e9ad2e852c,"George, Moore and Walker",Finance,growth,70770,APAC,2025-10-19,2027-10-19,0
076d95e9-7968-4e2c-b7b8-ce6d9f644205,Webb PLC,Manufacturing,starter,6120,EMEA,2023-09-01,2024-08-31,1
9187a035-a7df-4a81-83a0-7b18f25c09d8,Smith-Allen,Technology,starter,13286,APAC,2024-02-24,2026-02-23,1
e2b20d48-3b11-43d9-b987-2abdbfa347ad,Williams LLC,Technology,starter,13099,EMEA,2024-03-07,2026-03-07,1
f21f233b-e722-46e9-b25d-1c595eb35ff6,Edwards-Ferguson,Finance,starter,11747,EMEA,2025-12-22,2027-12-22,0
410a4257-9d0b-4784-9195-a8e14b6a5bde,"Brennan, Garza and Warren",Finance,enterprise,173758,APAC,2025-11-06,2026-11-06,0
a2d83a79-8b3b-45f9-8aba-7291fdfd6294,Bradley-Bruce,Technology,starter,9499,NA,2024-04-17,2026-04-17,1
da83e691-4c43-4b76-8e7b-07e8c9a05aa4,"Robles, Campos and Parks",Finance,growth,59043,EMEA,2023-05-09,2024-05-08,1
d4c2b708-3781-43bf-b9a5-4daae2525235,Davis-Fisher,Retail,growth,64250,NA,2024-05-28,2026-05-28,1
22a87ffa-6ab7-4a91-8140-86735df65951,"Herring, Henderson and Berger",Manufacturing,starter,12252,EMEA,2024-06-19,2026-06-19,0
250432f3-ea2e-4bbe-b62c-58eb34a59b93,Garcia-Duncan,Retail,starter,11573,APAC,2024-07-23,2026-07-23,0
63be34fd-58d7-48e2-90e4-5d0a5168b904,Pearson LLC,Healthcare,enterprise,235732,NA,2025-06-17,2027-06-17,0
f4fa1be5-2f43-458b-9add-20ed03dcd78f,White LLC,Manufacturing,starter,14748,EMEA,2023-10-09,2024-10-08,1
11d0f812-75fc-4938-a51d-f81d4cbb566b,Rojas Inc,Finance,starter,6332,EMEA,2024-11-11,2026-11-11,0
b56d6a1d-f385-401e-9f09-4ad1c3f23948,Cook Inc,Technology,growth,51745,NA,2023-05-26,2025-05-25,1
668edc2f-bd8f-47cd-8fff-f99fc8d3030e,Stevens-Smith,Finance,enterprise,143190,APAC,2023-09-07,2024-09-06,1
f450a9b0-66d0-4f94-9b14-c452e078bb18,Bowers-Smith,Technology,growth,77303,NA,2025-08-12,2027-08-12,0
512b76bc-f547-46e2-bae8-e603b465b9b7,Wade-Mann,Finance,growth,63062,NA,2024-11-26,2025-11-26,1
b9ff2b56-0735-44df-b7bc-296ee86ce146,"Campbell, Ortiz and Carson",Retail,enterprise,291784,APAC,2025-09-06,2026-09-06,0
b3a9dd72-0086-477c-9594-39090895d69a,Rojas-Robinson,Manufacturing,growth,33873,NA,2023-09-25,2024-09-24,1
a9fe1075-7f77-41ec-a354-5342cc14292f,"Kemp, Yang and Mccormick",Finance,starter,7343,NA,2024-11-26,2026-11-26,0
3e90249e-cdc7-469b-80a1-2b67d08f9125,Weber Group,Retail,growth,33694,APAC,2023-12-20,2024-12-19,1
46c77db6-cfcf-4b19-bd11-2ddc39d98598,"Aguilar, Conner and Kim",Finance,enterprise,144495,APAC,2024-01-05,2025-01-04,1
d9d9ad44-e735-42a5-889a-991f243b364a,"Crane, Smith and Alvarez",Technology,growth,31145,NA,2024-11-14,2026-11-14,0
847e3d22-d66a-4a76-8f2f-163b6b323257,Bauer Group,Finance,enterprise,132641,EMEA,2023-10-02,2024-10-01,1
c43a01b6-54c8-4351-98d3-aea680e62b3b,"Anderson, Hayden and Sanchez",Manufacturing,starter,10019,EMEA,2023-11-06,2025-11-05,1
00c7de6a-4d98-4c07-9a3b-b0f7cd8c79dc,"Salinas, Cox and Vazquez",Finance,starter,8216,NA,2025-02-20,2027-02-20,0
a3938d6e-0bef-48f7-a194-42b66ee2c902,"Hartman, Murphy and Paul",Retail,enterprise,232310,APAC,2023-11-11,2025-11-10,1
31af803c-ee8f-43ef-acb7-a8f771478b72,Dillon-Haney,Technology,enterprise,230507,NA,2024-04-10,2025-04-10,1
1cb11afd-1696-4561-a301-762674024fcd,"Hanson, Romero and Johnson",Retail,growth,28946,APAC,2024-01-06,2025-01-05,1
90155c04-3801-4d92-aa24-c43c6e067b46,Mcconnell-Johnson,Healthcare,starter,10596,APAC,2023-04-15,2024-04-14,1
6e33cd52-b668-4d79-833f-da1b285f09f9,Gonzalez Group,Technology,enterprise,198969,NA,2025-06-20,2027-06-20,0
a16553b9-4aa8-4576-9dee-3abb54058664,"Davidson, Gomez and Ramos",Technology,growth,42275,APAC,2023-04-27,2025-04-26,1
0a19e5ef-935c-4f8b-b1b9-fc54f48395a4,Allen-Rogers,Retail,starter,14879,EMEA,2025-10-04,2027-10-04,0
4263ffae-01d1-4ee8-a230-b967c46a198e,Stevenson-Williams,Manufacturing,growth,17773,EMEA,2024-06-04,2025-06-04,1
3c097cd2-6e24-4476-bc84-b2c898ebede8,Thompson PLC,Technology,growth,43537,APAC,2025-01-27,2027-01-27,0
9894a476-1eed-48f9-bd02-779ef845b14a,Floyd-Tucker,Manufacturing,starter,14465,NA,2025-07-24,2026-07-24,0
9ea08969-179a-4896-ae51-621ca8f34d63,Williams Group,Healthcare,enterprise,93615,APAC,2025-06-11,2026-06-11,1
6dad7bbd-9f6d-43fd-b53c-b7f46c830270,Mullins Group,Technology,growth,54577,EMEA,2024-01-06,2026-01-05,1
a3acde22-d9a7-410a-82bb-088802270e41,Soto Ltd,Technology,growth,70148,EMEA,2025-01-07,2026-01-07,1
094cbf93-ca1c-418a-9313-1d9133576558,"Decker, Marshall and Daniels",Healthcare,growth,64382,EMEA,2025-05-13,2027-05-13,0
5dc6b598-847b-4333-8eb8-8d1304064398,"Allen, Cole and Wheeler",Healthcare,starter,14371,APAC,2025-08-16,2026-08-16,0
15dc55e8-2801-4233-a924-630b768d5108,Crawford-Conner,Finance,starter,7431,APAC,2025-06-09,2026-06-09,1
9a93a7a6-09c9-4db1-85ae-c838d4156583,Flores-Brock,Healthcare,enterprise,140689,APAC,2023-04-07,2025-04-06,1
ca64d382-9698-4028-9efb-325fad71e19f,Lee LLC,Technology,growth,23363,APAC,2023-06-06,2024-06-05,1
96a2f155-e053-4e95-b120-8e58fe5e2c36,"Swanson, Watkins and Jones",Finance,enterprise,261693,EMEA,2025-02-06,2026-02-06,1
e1bb85ee-a879-43e9-85f4-cb11d359ebfa,Rogers-Graves,Retail,growth,76700,APAC,2023-10-03,2025-10-02,1
15a039af-737a-4be6-9f65-998804864c33,Harris PLC,Healthcare,growth,15004,EMEA,2025-01-16,2027-01-16,0
50b85287-ccd4-44f2-8e26-3002ceaadd0d,"Henderson, Long and Collins",Healthcare,growth,76180,APAC,2025-07-17,2027-07-17,0
d8bcb6c0-80ef-499a-95e4-4bdf34fe572f,Smith Inc,Healthcare,growth,57045,NA,2024-09-10,2026-09-10,0
170f2873-fa93-40a2-8692-9d25035ad68e,"Hill, Sims and Bush",Healthcare,enterprise,87974,EMEA,2024-02-23,2025-02-22,1
be00df1e-3d33-43ce-b595-f5838cac9e28,Hunter-King,Retail,growth,26039,APAC,2024-08-26,2025-08-26,1
68c11c02-695d-4821-97b9-4c62a7afd25f,Chavez-Elliott,Technology,growth,76425,NA,2024-02-18,2026-02-17,1
0e3e8654-fd66-44f1-a392-0ec66204b068,Thompson-Rogers,Finance,enterprise,182173,APAC,2025-12-27,2027-12-27,0
3009475c-7413-44f6-bf4f-82ee2226bd83,Wiggins-Porter,Technology,growth,25971,NA,2024-04-11,2025-04-11,1
16650a24-7830-4a9a-a00c-136fbe552f94,May-Evans,Technology,growth,53982,NA,2023-04-04,2024-04-03,1
10ab4b97-dcd2-4821-89c7-77a7c9d45902,Doyle Group,Healthcare,growth,24083,APAC,2024-03-03,2025-03-03,1
31317ba8-e4f6-495a-8595-6db73b9ddaa7,Lynch-Watkins,Manufacturing,growth,73744,APAC,2024-12-25,2025-12-25,1
8c45cca2-8a88-40e3-9d88-f8b2e1782ccd,Lewis PLC,Healthcare,starter,5140,EMEA,2025-02-25,2027-02-25,0
d90cc9c9-a6f7-407f-bde3-4f0f2b5fe4e4,"Brown, Stephens and Green",Technology,growth,77123,APAC,2023-12-15,2024-12-14,1
7068fa80-3ed2-44a0-a74e-8bf8f96073f9,Dominguez-Silva,Finance,enterprise,114380,APAC,2024-06-12,2025-06-12,1
6cc3e890-c5c7-45cc-b792-0247c18ceb48,"Nguyen, Mueller and Smith",Healthcare,starter,6005,EMEA,2025-06-09,2027-06-09,0
6023f639-dd9b-418b-9fce-b698d7e4b371,Baldwin-Harris,Technology,starter,14410,NA,2024-10-01,2026-10-01,0
25b17b5c-0f15-449a-9e15-e8e3b423a31e,Roberson-Norton,Healthcare,enterprise,237183,APAC,2023-12-17,2024-12-16,1
43b3877a-ee84-43d6-902d-96f1998a7f7e,"Keller, Brooks and Brooks",Technology,growth,32207,NA,2024-10-26,2025-10-26,1
cfcef06e-4d2d-4560-99cd-0d297cab8129,Adams-Delacruz,Finance,enterprise,143803,NA,2023-03-16,2025-03-15,1
89376971-3797-4bbf-bce7-c7473cb0f78a,Jackson-Russell,Manufacturing,starter,10840,APAC,2024-07-02,2026-07-02,0
ecd94e66-0dc1-43bb-9fdb-9d19907287ab,"Smith, Melendez and Schmidt",Healthcare,growth,59371,EMEA,2025-12-14,2026-12-14,0
12c2d48a-29f9-4da4-bd28-828b5ccd29ab,"Mayo, Robinson and Kelly",Finance,growth,22561,NA,2023-02-07,2024-02-07,1
eadb2c34-6305-4270-864f-899c035bc101,"Williams, Jackson and Lewis",Healthcare,enterprise,201531,NA,2024-10-14,2026-10-14,0
c97455ea-d79b-447f-a5d8-6ff2cbe1a21c,Long Group,Finance,growth,77561,NA,2023-11-15,2024-11-14,1
9f699b98-e5d3-44f7-9c17-48cd9da60a1a,Vazquez Ltd,Manufacturing,enterprise,177796,APAC,2024-12-11,2026-12-11,0
cbed73f2-652e-413b-9a26-62767bb7c2b2,"Johnson, Santiago and Schwartz",Manufacturing,starter,9741,APAC,2024-12-09,2026-12-09,0
22daa4b6-fdd2-4b83-a21f-1833400a0043,"Davis, Collins and Martin",Technology,starter,11209,APAC,2024-09-02,2026-09-02,0
e1e5efbf-48c4-42ef-a175-fa4fec0fd94f,Lopez PLC,Retail,enterprise,216023,APAC,2025-01-28,2026-01-28,1
e9a2d36e-0693-48ff-becb-43fddd0f7e3c,"Scott, Craig and Stanley",Finance,growth,79853,NA,2025-09-11,2026-09-11,0
ef01ffc2-6040-4390-93f8-06fe71e1d6dc,"Rodriguez, Werner and Boyle",Manufacturing,enterprise,181628,APAC,2023-03-17,2025-03-16,1
52733961-28d9-41de-98c2-8e6b935668ea,Petty and Sons,Healthcare,starter,13037,APAC,2025-06-04,2026-06-04,1
c4b2068e-d77e-4533-8b76-e07f2b85658a,"Campbell, Sutton and Kelly",Healthcare,starter,6583,EMEA,2024-09-26,2026-09-26,0
eacad002-b400-485c-b97d-2cdc917af2e4,"Price, Smith and Williams",Healthcare,growth,36126,APAC,2024-02-06,2025-02-05,1
0fea2af9-b0e6-416a-b508-b632906b9ea5,Ward-Bridges,Healthcare,growth,48446,APAC,2024-09-19,2026-09-19,0
e7c6d579-752d-46d4-903e-f021d0c925f8,"Johnson, Scott and Vaughan",Technology,enterprise,218240,NA,2025-05-12,2026-05-12,1
9091abf4-c363-4f1a-b641-961c020e5775,Peterson-Murphy,Finance,starter,5163,APAC,2025-09-28,2026-09-28,0
556e8522-5cda-4089-8b02-5d7518bf0ed6,Burns PLC,Finance,growth,71918,NA,2023-02-19,2024-02-19,1
a6f09c0c-1a05-40b7-b127-d436fb0162d5,Ford-Myers,Finance,starter,11651,NA,2024-06-23,2025-06-23,1
a9eeaf73-869d-4548-a934-f0fe5515932b,Rowe-Myers,Healthcare,starter,5789,NA,2025-07-19,2026-07-19,0
6fed902c-be69-425a-9906-726b7b900b19,Morris-Lawson,Retail,starter,7206,NA,2023-12-08,2024-12-07,1
80dd4c64-3f69-4235-a3c9-720b1600ec8a,Beard PLC,Healthcare,growth,49488,NA,2025-12-28,2027-12-28,0
089ea9ac-a3f1-4ca6-b87c-83de8ce5d9a9,Smith-Watkins,Retail,starter,13671,NA,2024-11-18,2026-11-18,0
ee609c0b-504f-4425-879a-0b2ec3d84f97,Bradshaw Group,Manufacturing,growth,32550,NA,2025-12-20,2026-12-20,0
f5204496-4e70-4fd2-951d-3f05e3567181,Carter-Sanchez,Healthcare,enterprise,144086,NA,2025-10-05,2026-10-05,0
c32e6d33-9719-4128-bf0a-00ac29f6885f,Schwartz-Horton,Finance,starter,6034,EMEA,2025-11-06,2026-11-06,0
304a8f60-4f21-498f-8e78-7e9ceb69e7bc,Christian Group,Manufacturing,growth,39166,APAC,2024-09-21,2026-09-21,0
902c3e0e-9759-46eb-b34d-21abc35dabce,Shelton Ltd,Retail,enterprise,201284,NA,2025-09-12,2027-09-12,0
0e0461fa-b445-45c6-9d41-f7d7f7149a61,Hall-Donovan,Retail,growth,70528,NA,2024-09-16,2026-09-16,0
c42a766a-7821-423d-9ab8-fe8b56564244,"Watts, Collier and Oliver",Manufacturing,starter,9911,APAC,2025-01-07,2026-01-07,1
a15c853d-829c-475d-ba3b-e6809e321f13,Poole Group,Finance,growth,37739,APAC,2025-04-07,2026-04-07,1
8e657c01-2c66-4154-9ba3-094c32c33110,Olson Ltd,Manufacturing,starter,6642,APAC,2025-04-19,2026-04-19,1
b0253eb2-5c0b-434b-b1fd-e77e8edb8079,Meyer-Hendrix,Retail,enterprise,193053,EMEA,2024-12-08,2025-12-08,1
5d115863-a15b-47e9-9474-e44664f2728b,Cruz Ltd,Technology,enterprise,211659,NA,2023-10-04,2025-10-03,1
4e92b7e2-5b34-43da-b7e4-521adc5fe1f2,Smith Ltd,Healthcare,starter,5732,EMEA,2024-07-14,2025-07-14,1
268a3293-2ce2-4777-9f45-33832d58f523,"Nelson, Turner and Hurst",Finance,starter,5029,APAC,2024-09-02,2025-09-02,1
b5813566-a7b6-48e3-a82f-1c4c48b80a41,Rodriguez-Williams,Healthcare,growth,29126,EMEA,2024-11-24,2026-11-24,0
3a56e0b2-29c5-4c56-8ef8-3c7da15e2920,Smith PLC,Technology,starter,7949,APAC,2024-01-20,2026-01-19,1
1edc3682-b54a-485d-93ba-fb01366964f9,"Fisher, Morrow and Diaz",Manufacturing,growth,32707,APAC,2024-04-10,2026-04-10,1
e7f00d7b-4b1c-44f5-ae53-0ea8d098ad17,Nelson Group,Healthcare,enterprise,170749,NA,2025-01-19,2027-01-19,0
b45e5fc5-42d3-4677-89c0-85c141e2f2e8,Mendoza-Mendoza,Healthcare,growth,37728,APAC,2025-07-01,2027-07-01,0
c97a0c52-7f87-4397-a788-08c900584141,"Goodwin, Myers and Wright",Manufacturing,enterprise,167601,NA,2024-09-13,2026-09-13,0
2c8a6344-5ab4-434f-8451-27a89db5bec7,Medina-Farrell,Healthcare,starter,5424,NA,2025-05-05,2027-05-05,0
f756297a-73cb-42f5-8b4c-4dc63e235d92,"Peterson, Morales and Dunn",Finance,growth,42463,APAC,2024-09-01,2025-09-01,1
80022637-814a-49ae-88cd-364c7fc0cb57,Gomez-Reed,Healthcare,starter,10324,APAC,2024-02-27,2026-02-26,1
31e80fad-f6a0-4dce-a00c-b72303ad9f6d,Mendoza and Sons,Finance,enterprise,152714,NA,2024-07-12,2025-07-12,1
1ecdc139-014d-427f-b913-394218a9d787,"Cunningham, Norton and Waller",Technology,enterprise,275671,NA,2025-08-11,2027-08-11,0
e8348b92-045d-416a-827f-dc524cf251e6,Dunn-Hooper,Healthcare,growth,47312,APAC,2023-07-14,2024-07-13,1
98b322c6-2252-48d4-9ec5-e5c0c6707608,Cook LLC,Manufacturing,growth,69201,APAC,2025-09-20,2027-09-20,0
727b72a8-dd80-46eb-b780-5778c560d2fb,Li PLC,Finance,enterprise,127525,EMEA,2024-10-12,2025-10-12,1
e3848dc7-5a81-4e3d-a568-a01d9749e198,Vance PLC,Technology,growth,28121,APAC,2023-07-24,2025-07-23,1
20d44144-0ed3-41db-9c37-8e64ed6ba00d,Jones Inc,Technology,growth,18439,NA,2024-01-10,2026-01-09,1
dd33eb4d-ec0a-4c9c-aee7-fa60045150ae,Nelson-Reed,Technology,growth,17016,APAC,2024-06-19,2026-06-19,0
541eb2ce-32df-44a3-8a72-ea8b0ffdd620,"Jenkins, Stone and Shields",Healthcare,growth,39923,APAC,2024-07-24,2025-07-24,1
c31ea660-5ae2-489e-b321-c010c474582d,"Robertson, Mcdonald and Campbell",Finance,growth,39345,APAC,2024-01-04,2026-01-03,1
f0709b1b-a37e-4300-b32b-6ca991eb58ea,Martin-Miller,Technology,growth,59723,NA,2025-08-28,2026-08-28,0
9e497bd4-c4af-4820-a853-593456a42044,Price-Horn,Finance,starter,9335,NA,2025-09-26,2026-09-26,0
222c5fc4-8d95-4b86-b7a7-57b1d12b311a,"Rodriguez, Woods and Esparza",Finance,starter,14735,APAC,2023-11-22,2025-11-21,1
990b311d-4537-46f4-918a-92eccb24ecb4,Thompson Ltd,Retail,starter,13600,NA,2024-11-16,2026-11-16,0
61d71670-af12-4c53-8eb1-3fb47ac59b95,"Wilcox, Walker and Carter",Manufacturing,enterprise,260733,EMEA,2023-01-19,2024-01-19,1
999c8eff-5623-4153-a987-97d553b9a0bf,Garcia Group,Retail,growth,49745,EMEA,2024-11-07,2025-11-07,1
30dbf20f-b7ed-4477-bd8f-42a3d8181ff5,Hill-Moore,Manufacturing,starter,10605,NA,2024-06-03,2026-06-03,1
e3db1650-9b95-4537-b1a5-419d1b6d1fb9,Weaver-Wright,Healthcare,growth,40330,APAC,2023-09-02,2025-09-01,1
99c8d200-a806-45ed-9391-e26c8aa0e786,Martinez and Sons,Manufacturing,growth,37192,NA,2025-11-09,2026-11-09,0
3001c4da-b595-4a88-92cd-87fef5217a6a,Morris Group,Healthcare,growth,79299,EMEA,2024-07-11,2025-07-11,1
0ef682d4-0c01-4c26-a65b-17ffea5e3198,"Taylor, Brewer and Powers",Retail,enterprise,150201,NA,2025-10-25,2027-10-25,0
424c7d5c-a438-4646-8df3-560d080baa49,Lester-Adams,Finance,starter,7232,EMEA,2025-04-24,2027-04-24,0
f50f08f8-70da-47f6-95ff-edaa9f908e42,Mitchell PLC,Finance,enterprise,159034,EMEA,2024-02-08,2026-02-07,1
a52cb425-380f-48d6-bef3-d7430458d8c7,"Gutierrez, Todd and West",Finance,growth,51213,EMEA,2024-05-11,2026-05-11,1
44807378-7f63-4c82-8184-580fe0a6f166,"Mcdonald, Williams and Brady",Technology,growth,42357,APAC,2025-06-14,2027-06-14,0
61780202-1997-4a0c-a9e4-49c0c45f9a96,Mathis and Sons,Manufacturing,starter,7823,NA,2024-08-20,2025-08-20,1
102a06ba-fb78-415b-b56e-705af395b2ca,"York, Long and Lee",Finance,enterprise,90827,EMEA,2025-02-11,2026-02-11,1
025233f0-ca18-43f1-907b-b6c9e0623e6b,Williams Ltd,Finance,starter,7539,APAC,2024-08-28,2026-08-28,0
15d1c5fb-725a-45cc-b876-b9b8c1f91211,"Chapman, Wolf and Mcpherson",Finance,enterprise,252818,EMEA,2023-12-15,2025-12-14,1
03bfcfaf-fd78-4fcf-9be8-3cddba0b7a50,"Anderson, Smith and Johnson",Healthcare,enterprise,177016,EMEA,2023-04-17,2024-04-16,1
bc0b2660-f08e-4057-9019-af110addd1a6,Thomas Ltd,Finance,growth,28599,NA,2024-09-17,2025-09-17,1
ea2a5a4d-8abc-4bda-bdf0-33c563690234,Collins and Sons,Healthcare,growth,21392,EMEA,2023-07-28,2025-07-27,1
920ffae1-9fa0-43a4-b863-d6c43adfca02,Lam-Williams,Finance,starter,8934,NA,2023-04-09,2025-04-08,1
58666b1d-346e-4659-99c9-fcaab3fda926,"Francis, Hall and Bird",Finance,enterprise,298192,APAC,2025-05-18,2026-05-18,1
7b34b487-a965-48a8-a34d-d32597ee43a7,Skinner-Bush,Technology,enterprise,260731,APAC,2025-11-14,2027-11-14,0
545dfd60-c372-4800-a17a-ab32f965ee2c,Richards Group,Technology,growth,58552,NA,2024-09-25,2026-09-25,0
c096bd9c-02b9-46ed-a64d-1def79af4b13,Simmons LLC,Technology,enterprise,219861,NA,2025-01-26,2027-01-26,0
290c1243-27d5-4ac0-a82c-e5958234d18b,Nelson PLC,Finance,growth,29643,APAC,2025-07-16,2027-07-16,0
5ca3336a-4636-4e1d-92a4-10dc5a76a6b8,"Sandoval, Johnson and Pena",Healthcare,starter,6729,APAC,2024-03-06,2025-03-06,1
40f46068-e542-41bc-b348-5c4ff41151ca,"Gomez, Matthews and Campbell",Retail,enterprise,252102,NA,2025-07-09,2027-07-09,0
5da17edf-ee0a-4432-a00a-72e0eb581f23,Massey-Stein,Technology,growth,21168,EMEA,2024-10-08,2026-10-08,0
6b95e314-4f02-4be3-922b-29efc6b2c00b,"Barnes, Mendez and Adams",Finance,enterprise,270353,NA,2025-06-18,2027-06-18,0
af0923f1-0275-41d4-9772-b6ef3d1864b6,"Morgan, Clark and Brooks",Manufacturing,enterprise,272066,APAC,2023-11-11,2024-11-10,1
055f07b6-6fe2-4511-a9de-5e02cf6397ac,"Wood, Garcia and Kelly",Manufacturing,starter,12573,APAC,2025-11-28,2027-11-28,0
63ff4fb9-ac6a-4469-b60e-4e9683f08138,Howell Group,Manufacturing,growth,76406,EMEA,2023-04-27,2025-04-26,1
1aa97f09-ba12-403e-8258-063ff7347728,"Stevens, Byrd and Williams",Finance,enterprise,171060,EMEA,2024-07-27,2026-07-27,0
f50458d7-f9d4-46eb-b6bd-401f8d7b77d7,"Ball, Weaver and Holmes",Manufacturing,enterprise,227525,NA,2025-12-04,2027-12-04,0
52810c43-c13b-40cc-bc05-607589653d76,Yoder PLC,Healthcare,enterprise,253445,APAC,2024-12-27,2026-12-27,0
24a574be-86aa-45eb-9586-9bc837d2879d,Warren-Moreno,Retail,growth,60706,EMEA,2025-09-15,2026-09-15,0
2f7de006-794e-4af2-945c-b2abb5bf2308,"Brown, Logan and Wilson",Technology,growth,29646,NA,2025-10-22,2027-10-22,0
f82611b4-928d-4970-80ec-140591f49b48,Martin-Castro,Finance,enterprise,223555,NA,2025-05-18,2026-05-18,1
050c7e1c-e41e-42df-83cb-7a470cdbece0,Velez Ltd,Healthcare,enterprise,121110,APAC,2024-08-07,2025-08-07,1
c95a55fe-72a7-4366-8744-9ea2b8df0b21,Brown-Long,Retail,enterprise,241166,APAC,2024-12-11,2025-12-11,1
c957252c-dee4-40fe-9386-b3e095786728,Tapia PLC,Finance,starter,6451,NA,2025-12-23,2027-12-23,0
f0e3ade9-44e9-44a2-a5c8-31ed7538b576,"Adams, Reynolds and White",Finance,growth,72770,EMEA,2024-09-16,2026-09-16,0
7d221a8d-2875-4997-a383-c58fc1cf044f,Harper Inc,Manufacturing,starter,10321,EMEA,2024-01-10,2026-01-09,1
adbba2da-3864-4c28-ab5d-236e9af00c8c,"Johnson, Christensen and Woods",Retail,enterprise,177029,NA,2024-05-24,2026-05-24,1
bce3bb79-c7f9-4dd9-b789-787d676d8375,Adkins and Sons,Technology,growth,59662,APAC,2023-12-14,2025-12-13,1
98b520f4-4ebf-48ca-a94f-3ce143feaf56,Stanley-Luna,Technology,growth,53169,NA,2024-03-14,2026-03-14,1
df682065-0de8-4e46-ad28-697d50db531d,"Hickman, Davis and Chavez",Technology,growth,49027,APAC,2024-01-03,2025-01-02,1
c590aa8b-ce52-4fa4-b92d-64e1c47a583f,"Watson, Griffin and Waters",Healthcare,growth,48514,APAC,2025-11-18,2027-11-18,0
2c5e361e-e17d-472a-a626-b10cb7549320,"Miller, Wilkinson and Howard",Healthcare,enterprise,98240,NA,2023-05-18,2024-05-17,1
b805e9af-f92f-4306-9c30-5f9508efaf70,"Rojas, Cooley and Marshall",Healthcare,starter,5271,EMEA,2023-01-13,2025-01-12,1
