ticket_id,account_id,category,priority,created_at,resolved_at,satisfaction_score
4208c837-4e7a-4400-99f6-d21d63647993,e691ae69-9d65-43ba-8aa9-7592639c33c0,technical,low,2023-08-06,2023-08-07,4.0
ca233575-d3da-4eae-906a-07ca25b22da1,86d1f0c6-2164-499f-b23c-b914b50d1484,feature_request,low,2023-08-07,2023-08-21,1.0
0a15005a-6cb3-4c3c-b0cb-a2373e671c23,2b90f9d4-d6bc-4238-9a2a-dc37c7b50c5f,onboarding,low,2023-08-09,2023-08-23,3.0
41dc8cfa-d159-49f7-9eea-4e81d8b775dd,5a566fe4-5ae4-4e7d-a43a-697352a9ba75,onboarding,medium,2023-08-20,,
29111e27-d519-4bb4-abf5-94b22d5f9fde,ca64d382-9698-4028-9efb-325fad71e19f,onboarding,low,2023-08-20,2023-08-26,
c3cc001c-ab1d-4690-b7fb-7fc1623d077c,285f62b1-1125-4bf6-b628-cb2e89c9ea9e,feature_request,medium,2023-08-25,2023-08-25,
4178e52e-81b7-4498-9773-db0e9a74aa79,17f6a053-dad8-49fa-b64f-e7359cdb4748,billing,low,2023-08-25,2023-08-29,2.0
103cccf7-af85-422c-9b2a-92e59f5ea90a,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,technical,high,2023-08-28,2023-09-08,5.0
2964a776-62fa-4174-a0f5-e83b0c73d5fd,e3566eba-152f-40ac-89f1-5eeeab1d6a0b,onboarding,low,2023-09-06,2023-09-18,5.0
859a910b-68ae-483f-8145-f36580a2a621,f6739a27-53fe-44b7-b778-bb7c7e8bece6,onboarding,high,2023-09-09,2023-09-11,
b112c754-f37f-487c-a75e-5a18a82e37fa,c510cddb-e2db-4b81-87dd-b2e3292c41f7,technical,medium,2023-09-09,2023-09-12,1.0
ef7b3020-648b-483c-b1bb-2ee647c38d62,75ea5990-4dbd-408f-a876-2a3dc21d622d,onboarding,low,2023-09-09,2023-09-20,
eececbff-8323-46ab-bba7-5b27bbcd8687,668edc2f-bd8f-47cd-8fff-f99fc8d3030e,feature_request,medium,2023-09-11,2023-09-16,
7fc234ec-1ae7-4696-941f-fc694e2f3be9,75ea5990-4dbd-408f-a876-2a3dc21d622d,feature_request,low,2023-09-13,2023-09-21,2.0
5c9c2121-1938-4109-bd62-59556a08b815,ec1d7f1f-581a-4873-9a9d-de78b90f6607,technical,low,2023-09-14,2023-09-23,1.0
759d3d47-c22e-4ffd-a61b-a89cc61b6d18,75ea5990-4dbd-408f-a876-2a3dc21d622d,onboarding,low,2023-09-16,,
b25671d1-0bed-4238-a395-f09d6dc84def,03bfcfaf-fd78-4fcf-9be8-3cddba0b7a50,billing,low,2023-09-16,2023-09-27,3.0
0beeffa1-342d-47a5-bf44-20d81c93069f,e3566eba-152f-40ac-89f1-5eeeab1d6a0b,feature_request,medium,2023-09-19,2023-09-26,
d1db9478-da7e-410e-8b5f-5ec267c7b501,403153a0-2658-40bb-8e7a-121126eed95b,feature_request,high,2023-09-19,2023-09-22,3.0
9bba1990-5e15-4b42-af45-13bbb8e028b6,89553b7d-d935-47a7-989b-4586a46a5e59,onboarding,medium,2023-09-23,2023-10-04,2.0
b48fa6a0-9cda-48d7-a80c-e12ff4cace9d,8eae3cda-4a08-4593-9db1-3342006b8f06,feature_request,low,2023-09-28,2023-10-08,
d8c9a27c-f449-4e83-91af-b3c83a5f51c2,2725d6eb-4722-4c50-af36-44b9da0f92b5,feature_request,high,2023-09-30,2023-10-03,3.0
cd3ae32c-c80b-4bcc-8f79-35f6ae28ad3e,03bfcfaf-fd78-4fcf-9be8-3cddba0b7a50,feature_request,medium,2023-10-04,2023-10-16,2.0
c49bc161-a29e-4dad-8bae-7a8a27b193fc,03bfcfaf-fd78-4fcf-9be8-3cddba0b7a50,billing,low,2023-10-05,2023-10-10,4.0
2fe78747-796e-4c2c-8c1a-960667c8b59a,668edc2f-bd8f-47cd-8fff-f99fc8d3030e,technical,medium,2023-10-07,2023-10-09,2.0
1e9b9c33-b5b7-411a-97b4-f49df460dc8e,61922a80-e3b0-4056-8eb9-57afcbdd31d1,onboarding,low,2023-10-07,2023-10-15,
dfd65984-e973-4d16-8c7d-50ada19fcd2a,c8e31933-8c65-4fae-845d-90ffd347e960,billing,low,2023-10-12,2023-10-15,5.0
ffe0dc62-9fae-4548-a218-7970b8dc015b,03bfcfaf-fd78-4fcf-9be8-3cddba0b7a50,billing,high,2023-10-20,2023-10-26,
cf17dd44-9188-4248-a19e-0a4c0741ff7d,ec1d7f1f-581a-4873-9a9d-de78b90f6607,technical,low,2023-10-20,2023-10-28,5.0
cf02e4d8-ac32-4df2-9d75-6038133fbdfa,e3566eba-152f-40ac-89f1-5eeeab1d6a0b,billing,low,2023-10-21,2023-11-02,1.0
f8281306-8827-4d1f-bbab-4800c1f28738,8326e5d7-adc6-4ada-ad6a-39f1197a6bd0,technical,low,2023-10-24,2023-11-03,4.0
30c69b11-2ea5-41f5-aa6c-84443adb8786,f6739a27-53fe-44b7-b778-bb7c7e8bece6,billing,low,2023-10-24,2023-10-25,2.0
959554a5-3f78-4dae-a8ff-02ed4808b5da,b3a9dd72-0086-477c-9594-39090895d69a,onboarding,high,2023-10-25,2023-11-02,3.0
62c05aff-038d-44ef-971f-b91aa918978a,ec1d7f1f-581a-4873-9a9d-de78b90f6607,technical,low,2023-10-29,2023-11-08,
fe890871-af0b-4abc-bb57-e8a8a59565a7,67a1a502-3e8c-48ba-a732-b8b66f911213,billing,medium,2023-11-03,2023-11-14,
5534dcdf-6c57-4c30-9e6f-cc5328a4a952,c3923fb6-3f81-4942-a680-cbf1417b8fab,onboarding,high,2023-11-06,2023-11-15,
78395d60-abaa-47e9-aa07-118fb765ac67,285f62b1-1125-4bf6-b628-cb2e89c9ea9e,feature_request,low,2023-11-09,2023-11-14,3.0
a524db6d-aed3-4567-ade6-1e71fb752972,b56d6a1d-f385-401e-9f09-4ad1c3f23948,billing,medium,2023-11-13,2023-11-14,3.0
e80fb8d7-e812-4622-8589-413106579e35,86d1f0c6-2164-499f-b23c-b914b50d1484,billing,low,2023-11-15,2023-11-23,
54aa24b8-2bfe-4816-baed-1a5fa8f5fa7e,9a93a7a6-09c9-4db1-85ae-c838d4156583,onboarding,medium,2023-11-16,2023-11-23,1.0
998b6828-ec9d-4dcb-97de-09cf4c61a222,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,feature_request,medium,2023-11-17,2023-11-30,3.0
6db470eb-178b-43a0-8324-aaaf114d4991,53d8bace-2912-4b50-92a7-79bf335dbcc9,onboarding,low,2023-11-17,,
20b20e01-b4f4-4ab2-87af-f8130c6aa150,ea2a5a4d-8abc-4bda-bdf0-33c563690234,feature_request,medium,2023-11-18,2023-11-18,5.0
20b65d6c-69c8-4c4b-bc35-3117211f6a12,61d71670-af12-4c53-8eb1-3fb47ac59b95,onboarding,medium,2023-11-19,2023-12-03,4.0
6ff35c45-2c42-42fe-9a54-4fc6524656b5,12c2d48a-29f9-4da4-bd28-828b5ccd29ab,feature_request,medium,2023-11-22,2023-12-04,
3fd71dea-82f7-49e8-b74f-984b8a4b554e,dfdf6aa4-25dd-4112-a079-2adbd257721c,onboarding,medium,2023-11-22,2023-11-27,2.0
96c2c775-c35a-4917-a051-6ee36a3e5ddd,c3923fb6-3f81-4942-a680-cbf1417b8fab,feature_request,low,2023-11-23,2023-12-03,2.0
2972a481-1dfd-4312-b47b-c432cedd0869,dfdf6aa4-25dd-4112-a079-2adbd257721c,technical,low,2023-11-23,2023-11-29,3.0
2d18f986-b027-48c5-986b-1f08f25fa463,86d1f0c6-2164-499f-b23c-b914b50d1484,technical,low,2023-11-24,2023-12-06,2.0
ae9d18bb-9005-4490-a6b0-168ed309a7b1,0b181cb7-ded2-48e1-af50-4a43657f052f,technical,high,2023-11-28,2023-12-01,2.0
b7c44bee-9d64-4a25-a82e-59e2ca8439b7,da83e691-4c43-4b76-8e7b-07e8c9a05aa4,feature_request,low,2023-12-01,,
e0338d90-0774-4a3c-a366-c0961edf0606,1a5cdbeb-c434-4ae1-abde-d28be279c5b0,billing,low,2023-12-03,2023-12-17,1.0
198ea729-b878-4c5c-9435-75a3f6f22420,64a27eb4-f42f-4b31-861a-6cfa265cf276,feature_request,low,2023-12-03,,
f0d24329-04ef-4b3b-b7f6-a2092160830f,e1bb85ee-a879-43e9-85f4-cb11d359ebfa,feature_request,low,2023-12-07,2023-12-15,
415279d0-09f5-41be-8852-a8f719e13599,668edc2f-bd8f-47cd-8fff-f99fc8d3030e,onboarding,medium,2023-12-09,,
9f188745-b6e3-40c0-b314-1c34d611bb95,8326e5d7-adc6-4ada-ad6a-39f1197a6bd0,technical,low,2023-12-09,2023-12-13,5.0
a4196aca-b926-412f-8bb1-ef6ff62f7284,3c48c4a5-b285-4b9b-98bd-000cb27b6a09,feature_request,medium,2023-12-11,2023-12-23,1.0
0cbf9fb8-bec8-4bd8-975f-227406eeac46,31e4fa81-76ae-4aba-adaf-1883e0ecd30d,onboarding,medium,2023-12-12,2023-12-22,1.0
70321eeb-916d-497f-a478-19d11168f931,b3a9dd72-0086-477c-9594-39090895d69a,billing,medium,2023-12-23,2023-12-28,1.0
43558064-92a4-4a24-a8da-3487dee5e077,847e3d22-d66a-4a76-8f2f-163b6b323257,technical,low,2024-01-02,,
1c5d00fb-b968-4c31-832d-e91285c737fc,64a27eb4-f42f-4b31-861a-6cfa265cf276,technical,medium,2024-01-06,,
6921aa5c-616d-4f26-a1d3-8c1436975071,25b17b5c-0f15-449a-9e15-e8e3b423a31e,billing,high,2024-01-07,2024-01-17,
39eca973-c74e-4618-9a44-c38e61a6920a,bdd93964-2f0a-433c-a660-076dfcf38c61,technical,low,2024-01-12,2024-01-17,
a6032018-a00f-41c1-8c00-d070326d3ee4,3e90249e-cdc7-469b-80a1-2b67d08f9125,technical,low,2024-01-13,2024-01-15,
4eba208f-dc66-4e18-96b8-d3e9f0c08996,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,feature_request,low,2024-01-15,2024-01-23,4.0
d1ed8d84-816b-400c-8324-d27d22f8fd9b,af0923f1-0275-41d4-9772-b6ef3d1864b6,onboarding,low,2024-01-16,2024-01-30,3.0
6711c828-e1e6-4479-8a2a-0558e09208f2,eb470853-cf17-4102-9c86-ffd9fa276d43,technical,low,2024-01-18,2024-01-23,
3bce34e9-a482-43be-8a3a-a09ca5531342,920ffae1-9fa0-43a4-b863-d6c43adfca02,billing,medium,2024-01-19,2024-02-01,
5f1c6dd7-50a1-47d2-a765-7d0447297fdc,b3a9dd72-0086-477c-9594-39090895d69a,feature_request,medium,2024-01-19,,
6ef9e8c3-55c1-4b3d-b819-0e6b2d6dd3e4,c43a8309-43e7-429d-bddb-73fbeb3eaa8a,onboarding,medium,2024-01-24,,
73776d0b-e508-45ee-a408-0ee43574c3a4,1430193a-74af-4837-9270-76d25f06e16a,onboarding,medium,2024-01-26,2024-01-30,3.0
23bfe238-fa41-4adf-a532-8039f7a89760,10156cb0-fe7a-4af6-83e6-9f8e454b52e3,billing,low,2024-01-27,2024-02-06,5.0
13ff214c-6632-4256-a555-67a03446f54b,3e90249e-cdc7-469b-80a1-2b67d08f9125,technical,medium,2024-01-29,2024-02-02,1.0
e1c522fb-7773-4ba6-b780-35acb5f82162,403153a0-2658-40bb-8e7a-121126eed95b,feature_request,low,2024-02-02,,
1656221e-bc71-4989-baad-2f1886c247c6,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,feature_request,medium,2024-02-02,2024-02-08,3.0
fa1cf21c-d590-4d4b-94ad-913475e6433a,f6739a27-53fe-44b7-b778-bb7c7e8bece6,onboarding,low,2024-02-04,2024-02-09,
477df4cc-d900-416d-bfd9-19c073daea41,bdd93964-2f0a-433c-a660-076dfcf38c61,onboarding,medium,2024-02-06,2024-02-19,5.0
e2b9c1e8-d47c-4a02-84a0-4e91feb259a2,55c9f51c-8515-4b65-a66b-e96b09cb5ea0,billing,high,2024-02-07,2024-02-18,
e8f6ee47-b572-42f5-a8d7-9eb7f0cb0879,c43a8309-43e7-429d-bddb-73fbeb3eaa8a,technical,medium,2024-02-09,2024-02-09,
e971cefb-b3ea-47bb-9e72-bafc43086c13,10156cb0-fe7a-4af6-83e6-9f8e454b52e3,billing,medium,2024-02-11,2024-02-20,
7536c9c9-9963-4b92-a182-275ac1ae40e6,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,onboarding,low,2024-02-12,,
60264cf6-2ccf-4c98-a3a9-304eabb13d41,86d1f0c6-2164-499f-b23c-b914b50d1484,technical,low,2024-02-12,,
2cd8e63f-8a42-4fc3-b73c-dc26486b877f,668edc2f-bd8f-47cd-8fff-f99fc8d3030e,feature_request,low,2024-02-12,2024-02-19,
c21ca426-f3ca-42ec-ac95-c89fdd3f9a0c,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,technical,low,2024-02-14,2024-02-28,
a79f914d-ab2b-4684-be87-eebd4745f4c8,847e3d22-d66a-4a76-8f2f-163b6b323257,technical,low,2024-02-15,2024-02-18,1.0
936ca30a-9ffa-4d3f-bd5f-5c206ce20d71,668edc2f-bd8f-47cd-8fff-f99fc8d3030e,feature_request,low,2024-02-17,2024-02-28,1.0
2064c601-598c-4d93-9108-faecf5f4d24a,46c77db6-cfcf-4b19-bd11-2ddc39d98598,billing,low,2024-02-18,2024-02-26,4.0
f94de3ef-a3f3-4fea-82ce-7ef95c6411fa,25b17b5c-0f15-449a-9e15-e8e3b423a31e,onboarding,low,2024-02-21,2024-02-22,1.0
6cfbf2e7-fd56-4c51-a0f8-5307d88addea,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,billing,high,2024-02-21,2024-02-28,5.0
1ccc119a-7907-4e81-b00f-62a7bef3fe9f,cfcef06e-4d2d-4560-99cd-0d297cab8129,feature_request,low,2024-02-22,2024-02-24,
30b05b1c-3be1-4f3d-953a-64edd7afe093,dfca199a-b898-4f19-8bab-12d6f4d5ce97,feature_request,high,2024-02-22,2024-02-26,
f85ceb8a-3f16-4630-a494-e02b2af67e2c,f50f08f8-70da-47f6-95ff-edaa9f908e42,onboarding,low,2024-02-24,,
19fa57b6-167b-4c9c-b97b-f04ce1892d17,c3923fb6-3f81-4942-a680-cbf1417b8fab,onboarding,medium,2024-02-24,2024-02-29,2.0
f8715390-9106-413e-8967-480ca09d5e24,076d95e9-7968-4e2c-b7b8-ce6d9f644205,billing,medium,2024-02-26,2024-03-06,
83d6cbc7-4a2f-496d-b7ad-064a524b50f6,af0923f1-0275-41d4-9772-b6ef3d1864b6,billing,low,2024-02-27,,
9a4028fc-dca5-4a00-a3c6-6d21ab796808,c3923fb6-3f81-4942-a680-cbf1417b8fab,feature_request,low,2024-02-29,,
9ae1341e-24b9-4ed3-a4fe-3a4b2f179f62,c510cddb-e2db-4b81-87dd-b2e3292c41f7,billing,medium,2024-03-01,,
d3ed6103-73a0-4e3a-ab0c-5f18513aace2,7c9ccc29-9f37-4ce6-b5df-e2aa512c7050,onboarding,low,2024-03-04,2024-03-17,4.0
9f6ee307-927f-4e5e-a205-e38d9fea225e,61922a80-e3b0-4056-8eb9-57afcbdd31d1,billing,medium,2024-03-07,2024-03-21,
291aaeb5-f32d-47c4-9f32-b338b79261f3,ec5ae185-13ad-4cd3-b9d8-5293ec8d035f,billing,high,2024-03-07,,
88e83206-8383-4642-a108-05f1526f2b2d,63ff4fb9-ac6a-4469-b60e-4e9683f08138,billing,low,2024-03-08,2024-03-12,5.0
892b6bfa-0aae-4bb5-9139-1cfe668474bc,eb470853-cf17-4102-9c86-ffd9fa276d43,feature_request,medium,2024-03-10,2024-03-24,2.0
4230542b-93d6-4684-8adb-2461c67389a4,e1f27c07-3718-46db-b848-174345537094,onboarding,low,2024-03-11,2024-03-17,1.0
cedad5bb-2cc1-4916-8f06-9915092ffc1b,86d1f0c6-2164-499f-b23c-b914b50d1484,technical,medium,2024-03-12,,
9308ff52-1996-4003-b1b2-539af81b8843,2c5e361e-e17d-472a-a626-b10cb7549320,feature_request,low,2024-03-14,,
23b0eee0-5fa9-4e05-9213-740be0b744fc,ca64d382-9698-4028-9efb-325fad71e19f,onboarding,medium,2024-03-15,2024-03-29,2.0
220a036f-298e-4c84-b4c0-cb112634e333,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,billing,low,2024-03-18,,
3dda2b4d-3aa9-4b0d-9ad7-b3a2f4a58886,403153a0-2658-40bb-8e7a-121126eed95b,billing,low,2024-03-19,2024-03-28,2.0
6c3ca1f0-9f4f-479e-8926-c40bbaa467c7,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,onboarding,high,2024-03-19,2024-03-30,3.0
2762b3e3-84e6-4b31-b953-185267f20e7f,4812c71a-14a3-4cd3-9aaa-50661039f627,onboarding,medium,2024-03-21,2024-03-27,1.0
1773ece2-52e8-48fb-a947-78938f8d39fe,7df20320-107c-46a4-863f-08f8a3bead28,feature_request,high,2024-03-23,2024-03-31,5.0
21d870b5-0ffd-439e-afe7-def8c64a6f39,98b520f4-4ebf-48ca-a94f-3ce143feaf56,technical,low,2024-03-24,,
6c73607a-68cb-4174-ae32-f84a457b5f3b,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,onboarding,low,2024-03-26,2024-03-28,4.0
424c92a4-27be-441b-8dd8-61ded4a17080,7df20320-107c-46a4-863f-08f8a3bead28,billing,medium,2024-03-26,2024-04-06,
4f793ba5-80db-43a5-a698-29df5d076cea,a3938d6e-0bef-48f7-a194-42b66ee2c902,technical,high,2024-03-27,2024-03-27,2.0
1b9c22b5-97b0-462f-b489-9b2bcbd438a9,53d8bace-2912-4b50-92a7-79bf335dbcc9,onboarding,medium,2024-03-29,2024-04-11,3.0
9c5066dc-39d5-4dde-b1a3-936385346b7b,668edc2f-bd8f-47cd-8fff-f99fc8d3030e,billing,low,2024-03-31,2024-04-06,3.0
de961b15-b4d7-45b5-83bb-a7811738242c,53d8bace-2912-4b50-92a7-79bf335dbcc9,onboarding,medium,2024-04-01,2024-04-12,5.0
97724692-a8db-4465-b9cd-d4f4fe07c01e,1430193a-74af-4837-9270-76d25f06e16a,feature_request,low,2024-04-05,2024-04-12,
7d3b773b-3feb-4bb5-a40b-684db052f2a5,847e3d22-d66a-4a76-8f2f-163b6b323257,billing,low,2024-04-07,,
d5ffa3f0-d791-4da7-8161-19996f6ef05d,55c9f51c-8515-4b65-a66b-e96b09cb5ea0,feature_request,low,2024-04-08,2024-04-09,5.0
c7800e15-fdb5-4b73-a6a3-c54648f4a85b,ef01ffc2-6040-4390-93f8-06fe71e1d6dc,feature_request,medium,2024-04-11,2024-04-12,
ff1dc366-e04e-421c-95db-84b020c5bdc6,c3923fb6-3f81-4942-a680-cbf1417b8fab,onboarding,low,2024-04-12,2024-04-16,1.0
ef3b471e-b097-4429-9aef-71088a3eb77c,31af803c-ee8f-43ef-acb7-a8f771478b72,feature_request,medium,2024-04-12,2024-04-15,4.0
d922965b-e723-4817-9f56-38a64cbeb5fd,ca64d382-9698-4028-9efb-325fad71e19f,technical,medium,2024-04-13,2024-04-23,2.0
577cffe2-2e5f-48a4-8522-d60b201f946e,10ab4b97-dcd2-4821-89c7-77a7c9d45902,technical,medium,2024-04-14,,
ce949b96-7e3e-4d5b-a2c7-259288363b94,25b17b5c-0f15-449a-9e15-e8e3b423a31e,onboarding,medium,2024-04-16,,
0c9846cd-d1d6-4d85-9cb7-751c348fc7a4,587882aa-3f91-46c0-b628-5b068e88592b,technical,low,2024-04-19,2024-04-20,
66d43af6-6b10-49fb-94c3-6d78f2291767,53d8bace-2912-4b50-92a7-79bf335dbcc9,feature_request,medium,2024-04-21,2024-05-05,
f6be1f1e-343f-47a6-b5fe-79074fbdb8be,bdd93964-2f0a-433c-a660-076dfcf38c61,technical,high,2024-04-22,2024-04-23,
97c966b2-fc5f-452a-9433-ad5cb7044b63,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,billing,high,2024-04-22,2024-04-30,
32da5d38-1d6e-4ec7-ab16-9c6bb7c989e1,10ab4b97-dcd2-4821-89c7-77a7c9d45902,billing,medium,2024-04-23,2024-05-04,
bf2d84af-d9fb-418a-abfd-cd0e011afd69,f50f08f8-70da-47f6-95ff-edaa9f908e42,onboarding,medium,2024-04-23,2024-05-02,5.0
24508618-3b73-4d6a-aad8-12bdb70391c6,a3938d6e-0bef-48f7-a194-42b66ee2c902,billing,medium,2024-04-25,2024-04-28,
444e482e-413d-4d50-848d-218afe91d71f,15d1c5fb-725a-45cc-b876-b9b8c1f91211,onboarding,high,2024-04-26,2024-04-30,
152f4dcf-779d-4e44-a3fc-bfdce2dcea2e,b1091b8c-5cd9-4a4f-964c-66d2f9e64005,onboarding,high,2024-04-26,2024-04-26,2.0
0821fa95-a645-4859-97f5-e0d2c4179cb5,4812c71a-14a3-4cd3-9aaa-50661039f627,onboarding,low,2024-04-26,2024-05-06,
ead3693c-8bc7-4a64-88bd-0bbcadc09cef,dfca199a-b898-4f19-8bab-12d6f4d5ce97,billing,high,2024-04-27,2024-04-29,3.0
fad13701-41c6-4e39-8a5e-fc486436a6f5,e8348b92-045d-416a-827f-dc524cf251e6,technical,low,2024-04-29,,
961b3d5f-65bf-4c5a-996e-d5f0467588a0,540f99e1-b82f-4033-af4c-45ebb854d1c8,feature_request,high,2024-05-01,2024-05-13,2.0
b9249416-57cd-47a5-baf8-ce2365ad1595,1430193a-74af-4837-9270-76d25f06e16a,onboarding,low,2024-05-02,2024-05-08,1.0
6ba7c503-c113-412f-8b2e-6593dfa60a50,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,feature_request,low,2024-05-02,2024-05-02,1.0
068da17c-fb0d-4d05-8c54-710af7879c29,af0923f1-0275-41d4-9772-b6ef3d1864b6,billing,medium,2024-05-02,2024-05-14,2.0
39c59e75-3a16-4971-b853-8e8a3eebc8ae,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,onboarding,medium,2024-05-03,,
b67f2635-7329-4fcb-8c94-31f9409dd495,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,feature_request,low,2024-05-05,2024-05-06,1.0
23bff412-fae3-43bc-a7b7-943000629a56,285f62b1-1125-4bf6-b628-cb2e89c9ea9e,feature_request,medium,2024-05-06,2024-05-09,
a7928e79-d376-46f8-8b4c-575b95bab40f,13947b4a-d21b-4985-bdae-e97f4973cdf4,feature_request,medium,2024-05-09,2024-05-15,3.0
1644ce34-7c45-4fc3-9a88-1c56916a8abc,c3923fb6-3f81-4942-a680-cbf1417b8fab,technical,low,2024-05-10,,
ee16530a-c92a-416c-92fb-8bd7814e05a3,41b76bd0-fb86-40c3-aa9d-ac154cb77782,technical,high,2024-05-14,2024-05-22,2.0
84c27851-8278-4d0b-82ec-c119771c17c1,c3923fb6-3f81-4942-a680-cbf1417b8fab,technical,medium,2024-05-14,2024-05-22,2.0
a7714fa3-bf9c-4114-83ed-f4570eae9048,c3923fb6-3f81-4942-a680-cbf1417b8fab,onboarding,medium,2024-05-16,2024-05-18,
81f8b8d5-2d88-4729-be54-4e4f2f099bcd,0247ffb0-2ad5-474e-8afd-7679889657b3,technical,low,2024-05-16,2024-05-22,1.0
ab5793b7-3c4f-465d-9186-1535acf3ea6c,170f2873-fa93-40a2-8692-9d25035ad68e,feature_request,low,2024-05-23,,
