user_id,account_id,role,created_at,last_login_at,is_active
a327cd7d-1ae7-4043-a337-b33fab4aa8a1,4c8a90bd-36e2-47d9-9140-e5b282317c67,admin,2025-10-06,2025-11-18,0
dc70adbd-6499-4e22-9a68-11d60dda7a87,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,viewer,2025-09-24,,0
1bd1f3cb-a63f-4b8a-b67e-1a1f31bb8710,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,viewer,2025-08-25,2025-12-26,0
c115e81d-bb86-47de-9b75-cbdb925bfcbb,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,analyst,2025-05-17,2025-11-21,0
f291096c-3f54-4dc3-8eb9-4aef7bc06d46,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,analyst,2025-07-23,2025-12-02,0
4ef8ce15-dd8a-4372-b5f1-6da49dc0bb9c,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,admin,2025-07-18,2025-08-05,0
8e1a757c-866c-4a0a-8a38-917b6bd775eb,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,admin,2026-02-11,2026-05-10,1
ebefe970-1a5e-4cc3-b369-03f1bb545e22,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,analyst,2025-12-19,2026-02-14,0
9af6cb07-b9b3-4776-99b6-88bb1a8c5dd7,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,viewer,2025-07-28,2026-03-11,0
aaf05edf-9427-4800-91eb-f75350176736,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,viewer,2025-11-15,2026-06-14,1
2ba96b9a-e356-4e7d-b233-78c1e401a8ca,ad92743b-a996-4ab2-9283-e7bfdbdb5f72,viewer,2025-09-22,2026-06-09,1
27264392-1978-4292-9534-861e02d004a0,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2025-04-14,2025-06-20,0
1a63b2c0-824f-45c4-99fc-1732b32bd1f7,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2024-08-18,2025-09-10,0
20afb3f1-04d0-46d2-8097-9ec56a25084f,41b76bd0-fb86-40c3-aa9d-ac154cb77782,admin,2024-10-19,,0
dc1d2d85-62ba-4366-9ade-1bc1c653eaf6,41b76bd0-fb86-40c3-aa9d-ac154cb77782,admin,2023-11-03,,0
a4cd2590-9431-40b0-8eb5-4bd09c3885e2,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2023-07-02,,0
74abf47c-aa33-4558-a482-6623bef29d05,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2025-09-17,2026-02-22,0
c4d57fc3-50f7-4225-8e27-27f5d568afb7,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2023-09-25,2025-12-31,0
b76c127e-238f-4eb3-8640-aeb167d0c31d,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2023-12-01,2026-05-12,1
97f8f0af-0675-4c54-ad88-760d4a755728,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2025-12-19,,0
48662d40-4260-4a3a-8780-cc9fc176de94,41b76bd0-fb86-40c3-aa9d-ac154cb77782,viewer,2025-07-18,2025-08-15,0
e8f92bb5-e03e-446c-92ef-b20fac345f40,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,viewer,2023-12-30,2024-01-10,0
071f2be6-27da-447f-b5d7-9d9b489269c7,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,viewer,2024-04-21,2024-11-22,0
38ea3977-20bf-4b3f-bcea-13a262a0ac04,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,viewer,2024-06-14,2025-04-12,0
791e163f-e3b7-48fc-89a0-957c5b1d28bf,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,admin,2024-10-04,2025-05-23,0
1e3f95f0-a125-4e05-93e5-6ed98970ec0f,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,viewer,2023-12-22,2024-05-16,0
cc102c21-dde0-4e1b-a224-223166c5464e,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,admin,2025-03-21,2025-07-03,0
91ce7cc4-e1dd-4859-bc8b-8356e6c35f15,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,analyst,2024-05-23,,0
7603ce3e-558e-417c-a4c7-f8031f8126f0,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,analyst,2026-02-10,2026-02-21,0
dc3c8b97-92d8-473b-9031-1f2eb672d7d7,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,admin,2026-02-25,,0
19c02821-f805-4133-b01c-c2b90b7873bf,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,analyst,2025-05-20,2026-02-23,0
41dfeb5e-1d40-4a05-b882-7bb014d74754,fea26b95-dd7c-4561-a7cb-fc1cfb9d2a99,viewer,2024-03-10,2024-12-22,0
08434e2a-b411-4885-bc50-ade44244be48,0247ffb0-2ad5-474e-8afd-7679889657b3,viewer,2024-08-02,2026-02-27,0
5ab1e720-31fe-40ba-83f8-2ed5ea135472,0247ffb0-2ad5-474e-8afd-7679889657b3,analyst,2026-01-27,2026-03-18,0
8dc15844-18fb-446f-8e61-923c9ab99cdb,0247ffb0-2ad5-474e-8afd-7679889657b3,admin,2025-03-07,2025-08-21,0
3ecf7ab6-d3f2-42bf-be0f-8f79dde10606,0247ffb0-2ad5-474e-8afd-7679889657b3,viewer,2024-07-20,2024-09-02,0
c99845c7-a3a4-4dab-ad08-ec404ffeb941,0247ffb0-2ad5-474e-8afd-7679889657b3,viewer,2025-08-15,2025-10-22,0
71b51992-6500-4fd0-8bad-cf49f6494dc0,0247ffb0-2ad5-474e-8afd-7679889657b3,analyst,2025-07-04,2026-06-07,1
8bdf595b-c1dd-4d17-897b-b05cfb6de716,0247ffb0-2ad5-474e-8afd-7679889657b3,analyst,2025-05-23,2026-05-01,1
1c22bd68-6201-44df-9fd4-9155172e01da,0247ffb0-2ad5-474e-8afd-7679889657b3,admin,2025-01-25,2025-07-28,0
2bb4b9ac-666c-4d7b-b56a-c7dd38d8654f,de443543-cb5a-43de-ab26-7873a7625f8d,viewer,2025-09-22,,0
ef2afc87-2727-406d-a67d-b15ce3b3e5f0,de443543-cb5a-43de-ab26-7873a7625f8d,analyst,2026-05-28,,0
846e19d4-165e-42fc-8b2f-c0f12a81152e,de443543-cb5a-43de-ab26-7873a7625f8d,admin,2025-06-26,2025-09-19,0
be2d9a8d-cf27-44b0-81a8-c39807385ccf,de443543-cb5a-43de-ab26-7873a7625f8d,analyst,2026-05-08,2026-05-30,1
1ba21c02-e6bc-4eee-bfc9-635494c48a35,de443543-cb5a-43de-ab26-7873a7625f8d,admin,2025-11-28,2026-02-03,0
ab41e3f3-092a-40b8-98c5-bf0844efda44,de443543-cb5a-43de-ab26-7873a7625f8d,viewer,2025-01-03,2025-07-06,0
8e28c860-cd4c-4968-bbac-19176bdd005e,de443543-cb5a-43de-ab26-7873a7625f8d,analyst,2024-12-16,2025-07-30,0
bf1018d5-52d8-4549-aad5-d561262dde6c,de443543-cb5a-43de-ab26-7873a7625f8d,viewer,2025-07-14,2026-04-05,1
85ab40e3-e188-4891-b13b-643fe22a8611,9827294b-1e24-4f74-a5a3-30c9b29b3702,analyst,2025-02-22,2025-06-26,0
68e1313e-7e72-422f-bd93-f426d13bcba8,9827294b-1e24-4f74-a5a3-30c9b29b3702,viewer,2025-03-05,2025-09-27,0
ececc51a-306f-42f3-b577-8e0f150b759b,9827294b-1e24-4f74-a5a3-30c9b29b3702,viewer,2024-12-27,2026-03-11,0
8ac2c7f6-84fd-4cea-94bb-da3be35a2aac,9827294b-1e24-4f74-a5a3-30c9b29b3702,viewer,2025-08-28,,0
0e472a0a-c415-4af4-9ee8-dc9ccd675c7d,9827294b-1e24-4f74-a5a3-30c9b29b3702,analyst,2026-04-09,2026-06-08,1
ffef0417-eff8-4ec6-bb30-e7db9f6f64cc,6b27bd54-236f-49fc-99ad-513bf1772a64,viewer,2025-06-05,2026-03-05,0
0d7f5442-c566-46c4-b6a3-37ea578fc2b4,6b27bd54-236f-49fc-99ad-513bf1772a64,analyst,2025-12-16,2026-02-28,0
f2c52804-b701-4d05-8a22-f3fb40ceaf68,6b27bd54-236f-49fc-99ad-513bf1772a64,viewer,2026-04-04,,0
6d4d9670-a311-44f7-994a-e126040bd3bd,6b27bd54-236f-49fc-99ad-513bf1772a64,viewer,2026-03-16,2026-04-23,1
3a29fd24-2707-4522-8da3-adc0a6c59052,6b27bd54-236f-49fc-99ad-513bf1772a64,admin,2026-01-01,2026-03-22,1
02304c46-817d-4d5f-9a0f-3d352f31d6ee,6b27bd54-236f-49fc-99ad-513bf1772a64,viewer,2026-03-26,2026-04-16,1
c30a282f-beb7-44bf-a825-3b6e6c5e6bad,6b27bd54-236f-49fc-99ad-513bf1772a64,viewer,2025-08-10,2026-05-16,1
98acf196-ae50-4838-9d85-5b63d2a3f949,6b27bd54-236f-49fc-99ad-513bf1772a64,analyst,2026-01-09,2026-02-08,0
cd5e9ecd-e55c-4b89-b367-175cc5fa69d0,6b27bd54-236f-49fc-99ad-513bf1772a64,analyst,2025-11-06,2025-12-10,0
19d8697c-d304-4e13-a2c4-5148419fcb20,6b27bd54-236f-49fc-99ad-513bf1772a64,admin,2026-06-02,2026-06-08,1
ad7be5ad-088e-427a-9e0d-6e55e497e3f3,8933e825-66f0-4781-9bc8-58d8b705662d,analyst,2026-03-06,,0
a66041c4-8cbb-44bb-89fb-6ce26f25e1d6,8933e825-66f0-4781-9bc8-58d8b705662d,viewer,2025-11-23,2025-12-17,0
3a32b0d1-a185-44a5-a466-d7748aa7e7f8,8933e825-66f0-4781-9bc8-58d8b705662d,admin,2025-05-07,2025-12-26,0
0c85f1ce-d461-4df4-a705-71116a330fbe,8933e825-66f0-4781-9bc8-58d8b705662d,admin,2026-06-01,2026-06-13,1
f6fc60f0-7d94-4968-84e6-40c02fa58f8f,8933e825-66f0-4781-9bc8-58d8b705662d,viewer,2026-04-27,2026-06-13,1
fe986b61-b4a4-4946-991f-4bb14be64e4e,8933e825-66f0-4781-9bc8-58d8b705662d,viewer,2026-06-09,2026-06-16,1
e38a2486-36a4-4d23-8d34-98323bf31ef3,8933e825-66f0-4781-9bc8-58d8b705662d,admin,2024-11-24,2026-04-02,1
7e51b44d-c2a6-40dd-85b2-075184968b83,8933e825-66f0-4781-9bc8-58d8b705662d,admin,2026-05-16,2026-05-28,1
7fcd470c-dcef-4e98-93d2-78de494336cc,bcb3b4f0-00ee-425e-a3c2-59e1b5fb1dd6,analyst,2026-03-24,2026-05-06,1
9b174f0e-1055-4e3b-8132-ff872b357ea0,bcb3b4f0-00ee-425e-a3c2-59e1b5fb1dd6,analyst,2026-04-07,2026-06-16,1
ce8013ae-913e-43d8-bc52-561444aa5f76,bcb3b4f0-00ee-425e-a3c2-59e1b5fb1dd6,analyst,2026-05-08,2026-06-05,1
4ca27fc5-0410-49f7-9081-ffdc0c4e3e28,bcb3b4f0-00ee-425e-a3c2-59e1b5fb1dd6,admin,2025-12-25,2026-03-22,1
d0a17a21-cdba-4a89-9773-330eaad9b728,bcb3b4f0-00ee-425e-a3c2-59e1b5fb1dd6,admin,2026-03-20,2026-04-14,1
81bc365f-f822-4560-b4b7-61da936aa13f,dfca199a-b898-4f19-8bab-12d6f4d5ce97,admin,2024-11-21,2025-09-20,0
d323ae42-7c31-4179-bd55-cf080e81a067,dfca199a-b898-4f19-8bab-12d6f4d5ce97,admin,2025-02-18,2025-05-06,0
24268be6-3e6c-4069-ac89-bab5f3b6c5a2,dfca199a-b898-4f19-8bab-12d6f4d5ce97,admin,2025-04-24,2026-01-19,0
bea2fb2e-dda8-4b9d-9d14-8171b0ac3cd4,dfca199a-b898-4f19-8bab-12d6f4d5ce97,analyst,2024-03-13,,0
96efde3a-b00f-4d02-a96e-5cdc57558bb5,dfca199a-b898-4f19-8bab-12d6f4d5ce97,viewer,2023-12-15,,0
9049a288-9f19-441d-8845-1d999dec2f11,dfca199a-b898-4f19-8bab-12d6f4d5ce97,analyst,2023-12-16,2025-11-06,0
924d8ac8-87e2-42cd-b272-d2904d3fd401,13761516-3d20-41c9-b05c-97ef683cfe8b,admin,2026-05-19,2026-06-04,1
b9401736-9e67-47bd-bf00-4e385ec62b97,13761516-3d20-41c9-b05c-97ef683cfe8b,analyst,2025-10-17,,0
ee31cfef-aaae-4075-97be-d5f861901988,13761516-3d20-41c9-b05c-97ef683cfe8b,admin,2025-12-22,2026-02-25,0
5dd8c662-d4be-41f9-8afe-45aa23fed4b2,13761516-3d20-41c9-b05c-97ef683cfe8b,viewer,2025-05-19,2026-02-15,0
24f35a37-73d8-4724-9ea4-e5cdab487b65,13761516-3d20-41c9-b05c-97ef683cfe8b,admin,2025-09-07,2026-04-18,1
522ea934-d03b-47a5-8fee-83ccd29a8764,13761516-3d20-41c9-b05c-97ef683cfe8b,admin,2025-09-05,2026-06-09,1
b5558457-30e1-482b-899d-f91794321b77,13761516-3d20-41c9-b05c-97ef683cfe8b,viewer,2025-08-01,2025-10-29,0
8162f01a-a1cf-45a5-80b3-db78b76fbd6a,925c4009-676d-48ff-99b4-359c7f2b0375,viewer,2024-07-13,2025-10-20,0
178dbecf-3ad9-4c4e-82ad-c8be1183ee54,925c4009-676d-48ff-99b4-359c7f2b0375,admin,2024-09-14,2025-02-05,0
35159f29-ab29-42b4-bb38-ebc04003f72f,925c4009-676d-48ff-99b4-359c7f2b0375,admin,2025-04-13,2025-08-02,0
40ab1b60-128f-47fb-87f4-2f89cfe5c79d,925c4009-676d-48ff-99b4-359c7f2b0375,viewer,2025-09-21,2026-02-12,0
f5952707-9efb-4493-8fe6-e1512f58ea80,925c4009-676d-48ff-99b4-359c7f2b0375,viewer,2024-05-27,2025-07-06,0
e113ad81-c28b-4a33-9c32-2c5abedd9def,925c4009-676d-48ff-99b4-359c7f2b0375,viewer,2025-03-17,2026-02-03,0
b1f1716c-dc3a-43a6-ac9a-8da388129746,925c4009-676d-48ff-99b4-359c7f2b0375,analyst,2024-09-20,2025-08-19,0
c054cbfe-b121-438d-ac10-af9b34146180,925c4009-676d-48ff-99b4-359c7f2b0375,admin,2024-09-17,2025-03-01,0
d5092913-b9be-4d09-9217-3426a5465737,925c4009-676d-48ff-99b4-359c7f2b0375,admin,2024-06-21,2024-09-11,0
5bb52858-e282-4dc5-b7ab-d331fa63a874,925c4009-676d-48ff-99b4-359c7f2b0375,analyst,2025-01-28,,0
9413359e-3f58-4a1d-bd4c-d90006434333,c09b7174-54e5-46f1-b7e9-21efe5149637,analyst,2026-03-19,2026-05-25,1
5d59b0ec-3205-484c-8273-3b3d7bc9ffe0,c09b7174-54e5-46f1-b7e9-21efe5149637,viewer,2026-02-18,,0
ca844194-160a-4d0d-8035-9f4f2cbf6087,c09b7174-54e5-46f1-b7e9-21efe5149637,admin,2025-12-10,2025-12-13,0
f2b9d33c-00c6-4282-845d-427ff2c67516,c09b7174-54e5-46f1-b7e9-21efe5149637,analyst,2026-03-07,,0
59faf073-87e7-4192-a6e8-1601eec708af,c09b7174-54e5-46f1-b7e9-21efe5149637,viewer,2026-02-23,2026-06-08,1
090c97b9-bac2-4fd4-9941-f8eb5dbc8bfc,c09b7174-54e5-46f1-b7e9-21efe5149637,admin,2026-05-16,2026-06-13,1
fd2161c2-b58b-4a98-97d8-3940f953ba39,c09b7174-54e5-46f1-b7e9-21efe5149637,viewer,2026-02-15,,0
3b7c29ba-9220-44f9-874f-46a914d1fb48,c09b7174-54e5-46f1-b7e9-21efe5149637,admin,2026-02-18,2026-06-05,1
0e678ede-51f0-4fff-8db0-f45cb957033e,ee12f5f6-7e68-49e4-8175-22206d9bf83e,viewer,2026-05-25,2026-06-05,1
711562a8-9f77-4b60-80a3-114c806dcd92,ee12f5f6-7e68-49e4-8175-22206d9bf83e,analyst,2024-12-23,2025-08-26,0
7519dc6e-e3f0-4d97-b076-18a591a3894b,ee12f5f6-7e68-49e4-8175-22206d9bf83e,admin,2025-09-25,,0
e7e54c8a-f83a-4b4f-a075-c23637cf9bd9,ee12f5f6-7e68-49e4-8175-22206d9bf83e,analyst,2025-12-19,2026-01-05,0
d43e8d9b-6acf-46b8-87d5-ca58135a93a2,ee12f5f6-7e68-49e4-8175-22206d9bf83e,analyst,2025-11-25,,0
b0830a9d-f08a-4c75-bfa1-c3bb82dddfc3,ee12f5f6-7e68-49e4-8175-22206d9bf83e,viewer,2026-01-29,2026-03-16,0
3693879f-0660-4235-a325-3c7974131d6e,ee12f5f6-7e68-49e4-8175-22206d9bf83e,admin,2025-04-27,2026-04-06,1
76a4996a-1fa2-44eb-b8c5-ad647424b692,8841c929-427f-4a5d-9cd8-bde62c4de874,viewer,2025-12-18,2025-12-31,0
f26c3b25-a84a-4888-9159-7633e7e7eb56,8841c929-427f-4a5d-9cd8-bde62c4de874,viewer,2026-05-09,2026-05-15,1
be985d99-07f6-4653-969e-96ff5fbf2276,8841c929-427f-4a5d-9cd8-bde62c4de874,analyst,2026-04-26,,0
f981a467-fbaf-48d3-9d1a-1b4e97b7779c,8841c929-427f-4a5d-9cd8-bde62c4de874,admin,2025-02-18,2025-11-17,0
6ef2bf73-395b-47f9-9210-c608f8c78081,8841c929-427f-4a5d-9cd8-bde62c4de874,analyst,2026-03-05,2026-05-05,1
76d85faf-8ed5-4fce-8922-631f6a4a3fc2,8841c929-427f-4a5d-9cd8-bde62c4de874,analyst,2026-01-23,2026-03-20,1
304f5b70-571a-4ea8-8480-f49614a8844a,c95ef7e8-75db-4fb2-83de-33644066542f,analyst,2025-12-03,2026-05-08,1
4a28c4e9-f1bf-4be4-897a-e393011a2b81,c95ef7e8-75db-4fb2-83de-33644066542f,viewer,2026-05-03,2026-05-17,1
76e772f5-55df-4ab5-9116-c910115cf89d,c95ef7e8-75db-4fb2-83de-33644066542f,viewer,2026-05-31,2026-06-08,1
a7caa844-4c04-4555-b75f-10fd1b0f1594,c95ef7e8-75db-4fb2-83de-33644066542f,viewer,2025-11-18,2026-02-07,0
41dc9ba1-bacb-4bef-baf9-db08b15ef2e1,c95ef7e8-75db-4fb2-83de-33644066542f,viewer,2026-02-07,2026-02-18,0
34c498e2-8bcf-4ecb-b56c-6ce822a2e44c,c95ef7e8-75db-4fb2-83de-33644066542f,admin,2026-01-08,2026-03-14,0
732844ec-ffbf-4e32-b140-e09c2289e4fc,c95ef7e8-75db-4fb2-83de-33644066542f,analyst,2025-10-03,2026-02-02,0
2ec1dc37-c266-4e44-8971-d09997b37b94,c95ef7e8-75db-4fb2-83de-33644066542f,admin,2025-12-10,2026-02-21,0
1bb5834f-a479-4ca7-8940-3817201db60e,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,viewer,2024-07-10,2025-10-21,0
7e81c6e6-07f5-43c7-96c2-1576c643734f,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,viewer,2024-07-15,,0
ac795a63-8f0c-47c8-b109-11b28f1c59f2,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,analyst,2025-06-26,2026-03-07,0
70c158c9-b774-4561-a706-4ecede41db93,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,analyst,2025-08-06,2026-06-14,1
bc8ed0f8-1664-4d02-8c27-fb4c809fb096,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,admin,2025-02-19,,0
5837af1e-351c-43a8-a44c-38f0b0663c7a,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,admin,2024-07-16,2025-11-12,0
3b306806-d6ef-456d-ba1a-dd7206e27ee8,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,admin,2024-08-14,2025-03-13,0
ffd6c227-6185-4560-a885-0f58af781aa5,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,viewer,2025-04-19,2025-06-06,0
d29f431a-e621-4fc5-873a-0689bc1e7777,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,analyst,2024-09-14,2025-12-28,0
19bc78d1-5783-462b-8952-d919c76fc857,0576f5a2-9dc5-4b07-9b60-f09a81a1fc09,admin,2025-12-02,2026-01-07,0
fc143e8d-13f1-43ef-9f93-66b99802182f,beed11cb-0bb6-46c9-8812-2afb5b5b9220,analyst,2024-07-22,2024-11-20,0
3dce0126-65f9-445f-aa1f-7841ec627126,beed11cb-0bb6-46c9-8812-2afb5b5b9220,analyst,2026-05-16,,0
4d11c060-c00b-4d5a-90be-91158745b903,beed11cb-0bb6-46c9-8812-2afb5b5b9220,admin,2025-12-10,2026-02-04,0
a7cb5bab-7aee-46e1-b88c-aea1f2548afa,beed11cb-0bb6-46c9-8812-2afb5b5b9220,admin,2025-10-22,,0
dc0d9283-4674-4147-ac51-1b3f2d454a9e,beed11cb-0bb6-46c9-8812-2afb5b5b9220,admin,2025-03-24,2025-11-20,0
78f0c0e4-2998-4680-8de3-086ec8f16e96,beed11cb-0bb6-46c9-8812-2afb5b5b9220,analyst,2025-05-17,,0
6b322677-7439-4574-96b3-3f756d63c15a,beed11cb-0bb6-46c9-8812-2afb5b5b9220,analyst,2026-02-12,2026-05-30,1
c9337b81-4184-41c0-aecc-bddb80188a25,beed11cb-0bb6-46c9-8812-2afb5b5b9220,admin,2024-08-11,2026-06-09,1
6c35b68b-fedd-4d15-a160-c3c143f176be,61922a80-e3b0-4056-8eb9-57afcbdd31d1,analyst,2026-01-25,,0
3afaae29-5e86-45c7-ab65-10041182a20a,61922a80-e3b0-4056-8eb9-57afcbdd31d1,admin,2024-05-28,2026-05-08,1
9812e50e-091d-42a4-aeba-ed97cf1e6d9f,61922a80-e3b0-4056-8eb9-57afcbdd31d1,analyst,2024-08-04,,0
f0b6619c-b9be-44c0-b0d4-8836043132bc,61922a80-e3b0-4056-8eb9-57afcbdd31d1,analyst,2023-09-19,2025-04-12,0
3527d2f1-8811-4f23-905e-b17a9d088ed5,61922a80-e3b0-4056-8eb9-57afcbdd31d1,analyst,2024-12-29,2026-03-14,0
0f7c0af9-7a2b-4d33-9d0d-eff2989855fe,61922a80-e3b0-4056-8eb9-57afcbdd31d1,viewer,2024-01-16,2025-01-19,0
c3ba0ad3-3e06-4db7-a9f7-5eef4e4f4454,61922a80-e3b0-4056-8eb9-57afcbdd31d1,admin,2023-10-03,2025-07-17,0
7b03cc6b-63c5-4461-a898-0b8bcf694caf,ae4047ed-04b2-4c81-bc7a-2756ab03ccec,admin,2025-06-10,2026-05-25,1
e46a7a89-7d48-44ff-bd48-1e938763a505,ae4047ed-04b2-4c81-bc7a-2756ab03ccec,admin,2025-06-25,2026-06-05,1
96c8528d-f803-4cbd-b0e6-ff6f5571bd9c,ae4047ed-04b2-4c81-bc7a-2756ab03ccec,analyst,2026-03-04,2026-04-13,1
deeac954-9620-41a2-a08b-ddf2e6048fdd,ae4047ed-04b2-4c81-bc7a-2756ab03ccec,admin,2026-02-24,2026-06-09,1
8d4cd862-110f-47ba-a81a-beaa1548f246,ae4047ed-04b2-4c81-bc7a-2756ab03ccec,analyst,2025-04-14,2026-05-11,1
44db5d52-d548-4252-92ac-46608ba7a399,2928944d-c3f7-443a-a692-41670d67be00,analyst,2024-08-26,2025-12-13,0
d0f43ceb-0e3f-4e8f-8cd6-f7aeb2e0b54e,2928944d-c3f7-443a-a692-41670d67be00,analyst,2025-02-20,2026-05-24,1
05b3f015-3211-4b37-ae03-9ceaf1bb36b0,2928944d-c3f7-443a-a692-41670d67be00,analyst,2024-07-26,2024-12-11,0
fa61c14f-2e9d-4a55-a9f5-6a79cc96591a,2928944d-c3f7-443a-a692-41670d67be00,admin,2025-08-06,2025-09-21,0
b97e68a0-c1a9-4363-960b-07dfaa7e3019,2928944d-c3f7-443a-a692-41670d67be00,admin,2026-05-14,,0
483eb943-c91d-40fe-aad2-4fe1e121b778,2928944d-c3f7-443a-a692-41670d67be00,viewer,2026-05-04,2026-05-21,1
4622dfdc-e89d-460c-9160-321b0de4bf1f,8c848003-7c58-4400-90b7-df6ebccc57ed,analyst,2025-11-27,,0
6b455147-695e-4593-bcac-cc1965edc7a9,8c848003-7c58-4400-90b7-df6ebccc57ed,viewer,2026-05-06,2026-05-16,1
204e03d6-73cc-483d-8667-02c6a4d50b4d,8c848003-7c58-4400-90b7-df6ebccc57ed,admin,2025-11-04,2026-03-03,0
2c3284e9-b069-4e3d-8518-4b3450d8e935,8c848003-7c58-4400-90b7-df6ebccc57ed,admin,2025-07-11,2026-03-13,0
377e1ffd-e547-40c4-bb04-1180defdc4a4,8c848003-7c58-4400-90b7-df6ebccc57ed,viewer,2026-01-20,2026-04-05,1
0ed23e04-bf27-4073-8cf2-2c84128a32e6,8c848003-7c58-4400-90b7-df6ebccc57ed,admin,2025-07-06,2026-04-20,1
802dd8a9-0e0c-4cd3-927e-8949bcfdcf32,8c848003-7c58-4400-90b7-df6ebccc57ed,viewer,2025-04-01,2025-06-17,0
81535600-70a1-48d2-b613-8d2a908e213b,8c848003-7c58-4400-90b7-df6ebccc57ed,viewer,2026-05-26,2026-06-04,1
